8832,Supreme Court of Pennsylvania,Pa.,90532,Pa.,1754-09-01,2018-02-21,16663
8833,"New York Supreme Court, Appellate Term",N.Y. App. Term,21596,N.Y.,1890-01-30,2017-10-26,32447
8835,Supreme Court of New Mexico,N.M.,11442,N.M.,1852-01-01,2016-10-13,15506
8837,Illinois Appellate Court,Ill. App. Ct.,123619,Ill.,1771-10-12,2011-05-20,25332
8840,United States Court of Appeals for the Third Circuit,3d Cir.,47209,U.S.,1843-04-01,2018-03-14,489
8846,Chatham Superior Court,Chatham Super. Ct.,116,Ga.,1811-01-01,1843-01-01,218980
8847,Supreme Court of Ohio,Ohio,77014,Ohio,1820-01-01,2018-02-21,37907
8848,United States District Court for the Northern District of New York,N.D.N.Y.,4736,U.S.,1814-05-01,2017-11-15,1116
8849,United States District Court for the Middle District of Alabama,M.D. Ala.,3069,U.S.,1882-05-01,2017-12-11,1144
8851,Allegheny County Court of Common Pleas,Allegheny Cty. C.P.,1605,Pa.,1875-01-29,2015-02-17,29904
8864,United States Court of Appeals for the Sixth Circuit,6th Cir.,52689,U.S.,1868-01-01,2018-03-15,471
8872,Connecticut Superior Court,Conn. Super. Ct.,5415,Conn.,1764-03-01,2014-12-02,223317
8873,New York Court of Appeals,N.Y.,117127,N.Y.,1800-12-02,2017-09-14,14224
8874,Kansas Supreme Court,Kan.,40742,Kan.,1858-03-08,2016-09-02,17128
8892,Court of Appeals of Georgia,Ga. Ct. App.,100311,Ga.,1906-12-04,2016-11-20,66513
8894,Supreme Court of South Carolina,S.C.,27589,S.C.,1868-04-02,2017-12-20,29961
8896,New Jersey Court of Errors and Appeals,N.J.,8138,N.J.,1845-10-01,1948-09-09,14291
8910,United States District Court for the District of Kansas,D. Kan.,6886,U.S.,1849-04-01,2017-08-24,9243
8933,High Court of American Samoa,Am. Samoa,1179,Am. Samoa,1900-09-27,2005-12-27,97113
8944,District Court of the Virgin Islands,V.I. Dist. Ct.,1754,V.I.,1918-12-02,2017-06-14,179703
8945,Vermont Supreme Court,Vt.,21565,Vt.,1780-12-01,2016-07-17,174216
8954,United States Court of Appeals for the Fourth Circuit,4th Cir.,75969,U.S.,1822-09-11,2018-03-16,520
8955,United States Court of Appeals for the Federal Circuit,Fed. Cir.,27682,U.S.,1781-08-01,2018-03-14,509
8956,Arkansas District Court,Ark. Dist. Ct.,13,Ark.,1836-11-01,1849-04-01,236527
8962,United States District Court for the Southern District of Ohio,S.D. Ohio,4802,U.S.,1855-07-03,2017-10-04,1146
8963,United States District Court for the Western District of Missouri,W.D. Mo.,4124,U.S.,1869-03-01,2017-12-14,1218
8964,United States Court of Claims,Ct. Cl.,22554,U.S.,1853-10-01,1992-04-28,11088
8966,"County Court of New York, Cortland County",Cortland Cty. Ct.,23,N.Y.,1875-07-01,2001-06-11,206348
8970,Civil Court of the City of New York,N.Y. Civ. Ct.,1042,N.Y.,1962-10-04,2017-06-28,87827
8973,United States District Court for the District of Delaware,D. Del.,6307,U.S.,1812-05-05,2017-11-16,1126
8977,United States District Court for the District of Utah,D. Utah,1794,U.S.,1899-11-13,2017-12-04,1233
8978,United States District Court for the District of Massachusetts,D. Mass.,14594,U.S.,1796-01-01,2018-01-19,1110
8979,Michigan Court of Appeals,Mich. Ct. App.,26067,Mich.,1888-11-21,2016-11-15,20321
8980,Massachusetts Appeals Court,Mass. App. Ct.,12240,Mass.,1952-05-06,2016-01-13,65547
8981,Nebraska Supreme Court,Neb.,36953,Neb.,1871-01-01,2008-02-01,56908
8983,United States District Court for the Southern District of Illinois,S.D. Ill.,955,U.S.,1874-07-01,2017-11-16,1160
8985,Washington Court of Appeals,Wash. Ct. App.,62307,Wash.,1955-03-14,2016-03-15,48704
8987,United States District Court for the District of New Mexico,D.N.M.,1850,U.S.,1912-04-13,2017-11-30,4476
8988,Court of Appeals of Virginia,Va. Ct. App.,6726,Va.,1779-08-01,2017-06-20,44203
8989,United States Court of Customs and Patent Appeals,C.C.P.A.,13513,U.S.,1924-04-24,1982-09-30,1265
8990,Texas Court of Criminal Appeals,Tex. Crim. App.,72192,Tex.,1892-12-21,2017-10-04,158448
8991,United States District Court for the Eastern District of Pennsylvania,E.D. Pa.,20244,U.S.,1813-01-10,2018-01-22,1100
8992,Texas Courts of Appeals,Tex. App.,59783,Tex.,1876-01-01,2017-12-21,123680
8994,"New York Supreme Court, Appellate Division",N.Y. App. Div.,746020,N.Y.,1714-01-01,2018-01-31,3128
8996,Supreme Court of New Jersey,N.J.,38942,N.J.,1775-11-01,2017-09-29,23903
8998,Philadelphia County Court of Common Pleas,Phila. Cty. C.P.,4229,Pa.,1784-06-01,2014-12-10,111063
9000,United States District Court for the District of Columbia,D.D.C.,24232,U.S.,1801-04-01,2018-01-17,1145
9003,Appellate Division of the Superior Court of the State of California,Cal. App. Dep't Super. Ct.,839,Cal.,1929-10-19,2016-06-14,452984
9004,United States Bankruptcy Court for the District of Connecticut,Bankr. D. Conn.,974,U.S.,1979-08-27,2018-01-10,37832
9005,United States District Court for the Western District of Wisconsin,W.D. Wis.,1794,U.S.,1854-11-01,2017-10-06,1096
9007,United States District Court for the Western District of New York,W.D.N.Y.,5510,U.S.,1854-01-01,2018-01-15,1175
9009,Supreme Court of the United States,U.S.,328219,U.S.,1791-01-01,2018-04-03,1561
9010,United States Court of Appeals for the Seventh Circuit,7th Cir.,49625,U.S.,1892-03-08,2018-03-13,456
9016,United States District Court for the Northern District of Illinois,N.D. Ill.,19298,U.S.,1808-01-01,2017-12-20,1097
9018,United States District Court for the Northern District of Iowa,N.D. Iowa,1983,U.S.,1883-01-01,2017-09-22,4319
9019,"County Court of New York, Westchester County",Westchester Cty. Ct.,248,N.Y.,1860-05-01,2014-11-17,37499
9020,United States District Court for the Western District of Pennsylvania,W.D. Pa.,8084,U.S.,1829-07-06,2017-09-28,4175
9021,Supreme Court of California,Cal.,40864,Cal.,1803-05-09,2016-03-28,17207
9022,United States District Court for the Northern District of California,N.D. Cal.,8927,U.S.,1851-07-09,2018-01-09,1142
9023,United States Navy-Marine Corps Court of Criminal Appeals,N-M. Ct. Crim. App.,383,U.S.,1994-10-20,2017-06-28,80922
9024,Nebraska Court of Appeals,Neb. Ct. App.,1400,Neb.,1992-03-24,2007-10-02,267622
9025,Court of Appeals of New Mexico,N.M. Ct. App.,6896,N.M.,1966-11-21,2016-10-06,15496
9026,United States District Court for the District of Minnesota,D. Minn.,5691,U.S.,1860-01-01,2017-11-15,4577
9027,United States District Court for the Southern District of New York,S.D.N.Y.,49441,U.S.,1801-01-01,2018-03-28,1131
9028,United States Bankruptcy Court for the Western District of New York,Bankr. W.D.N.Y.,720,U.S.,1979-10-25,2018-03-22,37802
9029,Washington Supreme Court,Wash.,38899,Wash.,1854-12-01,2016-02-19,72820
9030,United States District Court for the District of Puerto Rico,D.P.R.,7901,U.S.,1900-09-20,2018-01-30,1242
9031,United States Court of Appeals for the Eleventh Circuit,11th Cir.,41076,U.S.,1981-11-03,2018-03-14,464
9033,New York Surrogate's Court,N.Y. Sur. Ct.,19177,N.Y.,1811-05-01,2016-06-17,32445
9034,United States District Court for the Southern District of Iowa,S.D. Iowa,1909,U.S.,1883-01-01,2017-09-28,4415
9035,United States District Court for the Middle District of Louisiana,M.D. La.,1132,U.S.,1959-02-03,2017-12-22,10916
9036,Arkansas Circuit Court,Ark. Cir. Ct.,57,Ark.,1839-04-01,1855-04-01,236497
9037,United States Army Court of Criminal Appeals,A. Ct. Crim. App.,349,U.S.,1994-10-18,2017-09-28,80941
9038,United States Bankruptcy Court for the District of South Carolina,Bankr. D.S.C.,579,U.S.,1980-02-29,2018-02-02,273548
9039,United States District Court for the Middle District of Pennsylvania,M.D. Pa.,4598,U.S.,1902-01-03,2017-09-28,1129
9040,United States Bankruptcy Court for the Middle District of Pennsylvania,Bankr. M.D. Pa.,650,U.S.,1980-04-29,2018-03-01,168203
9041,United States District Court for the District of Connecticut,D. Conn.,6964,U.S.,1840-01-07,2018-01-03,1136
9042,United States District Court for the Southern District of Indiana,S.D. Ind.,2129,U.S.,1929-01-25,2017-09-22,9270
9043,United States District Court for the Western District of Texas,W.D. Tex.,2136,U.S.,1796-01-01,2017-11-27,9223
9044,United States District Court for the District of Nebraska,D. Neb.,1972,U.S.,1869-05-01,2017-06-30,9344
9045,United States District Court for the Central District of California,C.D. Cal.,4746,U.S.,1892-03-03,2018-01-23,1099
9046,United States Coast Guard Court of Criminal Appeals,C.G. Ct. Crim. App.,218,U.S.,1994-10-14,2017-10-19,33788
9047,New York Court of Oyer and Terminer,N.Y. Ct. Oyer & Terminer,121,N.Y.,1800-07-01,1895-10-14,201368
9048,United States Bankruptcy Court for the Western District of Pennsylvania,Bankr. W.D. Pa.,1393,U.S.,1842-07-22,2018-03-29,37757
9049,United States District Court for the Eastern District of Michigan,E.D. Mich.,8505,U.S.,1802-01-01,2017-12-13,1121
9050,United States District Court for the District of Idaho,D. Idaho,1020,U.S.,1892-01-04,2017-03-30,4474
9051,United States District Court for the District of Hawaii,D. Haw.,2204,U.S.,1900-08-19,2018-01-30,1248
9052,United States District Court for the Eastern District of Wisconsin,E.D. Wis.,5023,U.S.,1867-10-01,2017-09-25,1166
9053,United States Bankruptcy Court for the Eastern District of North Carolina,Bankr. E.D.N.C.,381,U.S.,1974-06-20,2018-02-06,37732
9054,United States Bankruptcy Court for the Southern District of Texas,Bankr. S.D. Tex.,826,U.S.,1979-12-06,2018-03-23,37826
9055,New York City Criminal Court,N.Y. Crim. Ct.,1710,N.Y.,1823-07-02,2017-10-31,32453
9056,United States District Court for the District of Oregon,D. Or.,3952,U.S.,1860-07-12,2017-09-11,1098
9057,United States Air Force Court of Criminal Appeals,A.F. Ct. Crim. App.,478,U.S.,1994-10-14,2017-09-20,33786
9058,"New Jersey Superior Court, Chancery Division",N.J. Super. Ct. Ch. Div.,2292,N.J.,1917-07-25,2017-04-13,52026
9059,Territorial Court of the Virgin Islands,V.I. Terr. Ct.,718,V.I.,1977-01-24,2010-03-19,179682
9060,United States Bankruptcy Court for the Northern District of Texas,Bankr. N.D. Tex.,1010,U.S.,1979-10-30,2017-12-08,37727
9061,United States Bankruptcy Court for the Western District of Michigan,Bankr. W.D. Mich.,555,U.S.,1979-08-20,2018-03-30,37711
9062,United States District Court for the Middle District of Tennessee,M.D. Tenn.,1832,U.S.,1874-01-01,2017-12-18,1111
9063,Pike County Court of Common Pleas,Pike Cty. C.P.,120,Pa.,1874-03-23,2013-05-06,220775
9064,United States District Court for the District of Montana,D. Mont.,1709,U.S.,1891-04-20,2018-01-04,1154
9065,"New Jersey Superior Court, Law Division",N.J. Super. Ct. Law Div.,3790,N.J.,1948-10-22,2017-07-24,16989
9066,United States District Court for the Eastern District of New York,E.D.N.Y.,17175,U.S.,1850-12-20,2018-03-22,1109
9067,"New York Circuit Court, Delaware County",New York Circuit Court,1,N.Y.,1846-09-01,1846-09-01,201379
9068,United States District Court for the District of Colorado,D. Colo.,5157,U.S.,1876-12-06,2018-01-04,1093
9069,United States District Court for the Northern District of Indiana,N.D. Ind.,2804,U.S.,1928-08-29,2017-11-15,1125
9070,New York City Family Court,N.Y. Fam. Ct.,1973,N.Y.,1962-09-21,2017-10-10,32478
9071,United States District Court for the Middle District of Florida,M.D. Fla.,4519,U.S.,1942-07-06,2017-12-20,1161
9072,United States Bankruptcy Court for the Central District of Illinois,Bankr. C.D. Ill.,564,U.S.,1980-06-16,2018-03-05,37719
9073,United States Bankruptcy Court for the Western District of Tennessee,Bankr. W.D. Tenn.,319,U.S.,1973-07-10,2017-05-05,168211
9074,United States District Court for the Eastern District of Washington,E.D. Wash.,819,U.S.,1905-08-24,2017-11-21,18444
9075,Schuylkill County Court of Common Pleas,Schuylkill Cty. C.P.,886,Pa.,1839-10-24,2013-01-31,220740
9076,United States District Court for the District of Nevada,D. Nev.,2133,U.S.,1869-11-01,2017-12-15,1114
9077,Mississippi Supreme Court,Miss.,44804,Miss.,1818-06-01,2017-12-07,344
9080,United States Bankruptcy Appellate Panel for the Eighth Circuit,B.A.P. 8th Cir.,659,U.S.,1997-03-07,2018-01-09,37805
9081,Union County Court of Common Pleas,Union Cty. C.P.,52,Pa.,1883-05-01,1991-09-10,220784
9082,United States Bankruptcy Court for the Southern District of Illinois,Bankr. S.D. Ill.,252,U.S.,1980-06-25,2018-02-16,90646
9083,United States District Court for the Southern District of Florida,S.D. Fla.,7195,U.S.,1805-12-18,2017-12-18,1108
9084,United States Court of Appeals for the Armed Forces,C.A.A.F.,4381,U.S.,1994-11-10,2017-08-31,33778
9085,United States Bankruptcy Court for the Eastern District of Missouri,Bankr. E.D. Mo.,714,U.S.,1982-03-22,2018-01-29,37735
9086,Warren County Court of Common Pleas,Warren Cty. C.P.,257,Pa.,1874-04-02,2001-02-12,220764
9087,United States Bankruptcy Court for the Eastern District of Wisconsin,Bankr. E.D. Wis.,505,U.S.,1980-10-07,2017-12-27,37794
9088,"County Court of New York, Kings County",Kings Cty. Ct.,245,N.Y.,1824-04-01,1987-06-24,201372
9089,United States District Court for the Southern District of California,S.D. Cal.,3653,U.S.,1808-01-11,2017-11-29,4234
9090,"County Court of New York, Sullivan County",Sullivan Cty. Ct.,97,N.Y.,1894-11-01,2015-12-31,153337
9091,United States District Court for the Northern District of Georgia,N.D. Ga.,4983,U.S.,1830-05-01,2017-11-20,1122
9092,United States District Court for the Northern District of Alabama,N.D. Ala.,2185,U.S.,1846-11-01,2017-10-04,1170
9093,"County Court of New York, Rensselaer County",Rensselaer Cty. Ct.,87,N.Y.,1869-10-01,2006-09-19,105595
9094,Warren County Court of Quarter Sessions,Warren Cty. Ct. Quarter Sess.,12,Pa.,1883-05-24,1968-11-25,220735
9095,United States Bankruptcy Appellate Panel for the Ninth Circuit,B.A.P. 9th Cir.,1522,U.S.,1980-05-27,2017-12-22,37799
9096,United States District Court for the Western District of Oklahoma,W.D. Okla.,1974,U.S.,1910-02-14,2017-12-12,1095
9097,Colorado Supreme Court,Colo.,26326,Colo.,1864-01-01,2018-01-29,72614
9098,United States District Court for the Middle District of Georgia,M.D. Ga.,1354,U.S.,1928-07-31,2017-09-15,9258
9099,United States District Court for the Western District of Louisiana,W.D. La.,2571,U.S.,1889-01-01,2017-09-20,1113
9100,United States Court of International Trade,Ct. Int'l Trade,8427,U.S.,1980-11-03,2018-01-02,9204
9101,Essex County District Court,Essex Cty. Dist. Ct.,38,N.J.,1932-03-04,1982-09-15,291383
9103,United States Bankruptcy Court for the Northern District of Oklahoma,Bankr. N.D. Okla.,346,U.S.,1979-12-19,2017-06-08,90638
9104,United States District Court for the District of New Jersey,D.N.J.,8180,U.S.,1842-01-01,2017-12-18,1123
9105,"County Court of New York, Chemung County",Chemung Cty. Ct.,25,N.Y.,1875-07-01,2010-06-25,206341
9106,United States District Court for the Eastern District of California,E.D. Cal.,1990,U.S.,1916-01-01,2018-01-02,1197
9107,United States District Court for the District of Maryland,D. Md.,8143,U.S.,1796-02-12,2018-01-12,1153
9108,Westmoreland County Court of Common Pleas,Westmoreland Cty. C.P.,430,Pa.,1882-10-02,2013-06-28,220751
9109,Louisiana Supreme Court,La.,194505,La.,1813-03-01,2018-02-09,289470
9110,United States District Court for the Eastern District of Illinois,E.D. Ill.,547,U.S.,1881-01-01,2010-06-09,17468
9111,United States District Court for the Eastern District of Virginia,E.D. Va.,7147,U.S.,1802-01-01,2018-02-22,1115
9112,United States Bankruptcy Court for the Middle District of Florida,Bankr. M.D. Fla.,3786,U.S.,1979-09-26,2018-03-29,37715
9114,New York Surrogate's Court,N.Y. Sur. Ct.,18,U.S.,1886-08-10,1886-12-10,8710992
9115,Columbia County Court of Common Pleas,Columbia Cty. C.P.,167,Pa.,1873-12-31,2014-03-12,29892
9116,United States District Court for the Western District of Washington,W.D. Wash.,2866,U.S.,1899-11-24,2017-12-05,4174
9117,"New York Court of Oyer and Terminer, St. Lawrence County",N.Y. Oyer & Terminer,2,N.Y.,1848-08-01,1848-08-01,201383
9118,Dauphin County Court of Common Pleas,Dauphin Cty. C.P.,1614,Pa.,1851-09-09,2013-05-23,111065
9119,United States District Court for the Western District of Tennessee,W.D. Tenn.,1429,U.S.,1871-01-01,2017-11-28,1216
9120,York County Court of Quarter Sessions,York Cty. Ct. Quarter Sess.,57,Pa.,1883-05-15,1967-03-08,220771
9121,United States Bankruptcy Court for the Southern District of Georgia,Bankr. S.D. Ga.,465,U.S.,1978-05-24,2018-02-01,90672
9122,United States District Court for the District of Vermont,D. Vt.,1144,U.S.,1812-07-25,2017-08-28,1157
9123,Northampton County Court of Common Pleas,Northampton Cty. C.P.,609,Pa.,1870-03-03,2015-02-23,29908
9125,York County Court of Common Pleas,York Cty. C.P.,912,Pa.,1811-04-02,2009-05-15,29926
9126,"New York Court of Oyer and Terminer, Dutchess County",N.Y. Ct. Oyer & Terminer,3,N.Y.,1848-10-01,1857-09-01,201361
9127,United States District Court for the Southern District of Georgia,S.D. Ga.,1515,U.S.,1866-05-31,2017-07-31,4196
9129,New York City Civil Court,N.Y. Civ. Ct.,2470,N.Y.,1962-01-01,2017-10-02,32488
9130,Monroe County Court of Common Pleas,Monroe Cty. C.P.,750,Pa.,1880-01-01,2015-12-29,220810
9131,United States District Court for the Northern District of Mississippi,N.D. Miss.,1581,U.S.,1868-01-01,2017-11-21,1139
9132,Superior Court of the Territory of Arkansas,Ark. Super. Ct.,210,Ark.,1820-01-01,1836-02-01,236499
9133,Nassau County District Court,Nassau Dist. Ct.,619,N.Y.,1941-10-29,2016-06-20,32463
9134,United States District Court for the District of Maine,D. Me.,3905,U.S.,1822-09-01,2017-12-12,1204
9135,United States District Court for the Middle District of North Carolina,M.D.N.C.,1785,U.S.,1927-06-07,2018-01-09,17150
9136,United States District Court for the Eastern District of Texas,E.D. Tex.,2330,U.S.,1859-01-01,2017-12-08,9262
9137,"County Court of New York, Nassau County",Nassau Cty. Ct.,439,N.Y.,1909-11-01,2016-03-03,32714
9138,United States District Court for the Eastern District of Tennessee,E.D. Tenn.,2829,U.S.,1865-01-01,2017-10-06,4207
9139,"County Court of New York, Monroe County",Monroe Cty. Ct.,324,N.Y.,1859-05-12,2016-01-29,87515
9140,Disciplinary Board of the Supreme Court of Pennsylvania,Pa. Disciplinary Bd.,683,Pa.,1976-11-29,2015-03-17,29888
9141,United States District Court for the Eastern District of North Carolina,E.D.N.C.,2176,U.S.,1801-01-01,2017-09-26,1135
9142,Chester County Court of Common Pleas,Chester Cty. C.P.,620,Pa.,1811-05-06,2015-02-23,296323
9143,High Court of Errors and Appeals of Mississippi,Miss. High Ct. Err. & App.,3395,Miss.,1834-01-01,1873-01-01,289129
9146,"New York Court of Oyer and Terminer, Kings County",N.Y. Ct. Oyer & Terminer,1,N.Y.,1845-05-01,1845-05-01,201427
9147,Hamilton County Court of Common Pleas,Hamilton Cty. C.P.,1228,Ohio,1882-01-01,2011-06-30,305201
9148,United States District Court for the Northern District of Ohio,N.D. Ohio,5896,U.S.,1828-01-01,2017-09-28,1155
9149,Mercer County Court of Common Pleas,Mercer Cty. C.P.,565,Pa.,1882-11-27,2010-11-09,29909
9150,United States District Court for the Western District of North Carolina,W.D.N.C.,1760,U.S.,1866-01-01,2018-02-08,1102
9151,United States District Court for the District of South Dakota,D.S.D.,1357,U.S.,1802-03-23,2017-09-15,4403
9152,Wood County Court of Common Pleas,Wood Cty. C.P.,35,Ohio,1894-11-01,2010-03-16,305210
9153,United States District Court for the District of the Virgin Islands,D.V.I.,991,U.S.,1946-04-08,2016-03-31,9308
9155,United States Court of Federal Claims,Fed. Cl.,7093,U.S.,1991-05-22,2018-02-14,46823
9158,United States District Court for the Eastern District of Louisiana,E.D. La.,5139,U.S.,1820-02-20,2017-12-13,1124
9159,"New York Court of Oyer and Terminer, Chenango County",N.Y. Ct. Oyer & Terminer,2,N.Y.,1845-07-01,1856-02-01,201406
9160,New York Court of Claims,N.Y. Ct. Cl.,2056,N.Y.,1905-10-01,2017-06-21,32616
9161,United States District Court for the District of Arizona,D. Ariz.,1985,U.S.,1913-03-04,2017-10-10,1173
9162,Armstrong County Court of Common Pleas,Armstrong Cty. C.P.,102,Pa.,1873-11-10,2009-10-06,29889
9163,United States District Court for the Eastern District of Oklahoma,E.D. Okla.,469,U.S.,1908-11-01,2016-09-28,4426
9165,"New York Circuit Court, Columbia County",New York Circuit Court,2,N.Y.,1845-09-01,1853-04-01,201356
9166,United States District Court for the Central District of Illinois,C.D. Ill.,1449,U.S.,1979-04-06,2017-12-14,1138
9167,Bucks County Court of Common Pleas,Bucks Cty. C.P.,1172,Pa.,1873-01-01,2013-04-24,29918
9168,Delaware County Court of Common Pleas,Del. Cty. C.P.,888,Pa.,1903-01-26,2015-01-13,111064
9169,Armstrong County Court of Quarter Sessions,Armstrong Cty. Ct. Quarter Sess.,2,Pa.,1882-12-06,1922-11-22,220760
9170,United States District Court for the Northern District of Texas,N.D. Tex.,3960,U.S.,1882-12-01,2017-09-29,4166
9171,United States District Court for the Southern District of Texas,S.D. Tex.,5732,U.S.,1904-01-28,2017-10-20,4325
9172,"County Court of New York, Cattaraugus County",Cattaraugus Cty. Ct.,44,N.Y.,1895-06-01,2009-01-21,87550
9174,United States District Court for the District of Rhode Island,D.R.I.,2505,U.S.,1813-02-04,2017-09-18,1103
9175,United States District Court for the Northern District of West Virginia,N.D.W. Va.,1051,U.S.,1905-01-11,2017-12-19,10891
9176,Blair County Court of Common Pleas,Blair Cty. C.P.,226,Pa.,1883-05-23,2013-08-05,111093
9177,"County Court of New York, Dutchess County",Dutchess Cty. Ct.,109,N.Y.,1906-05-01,2016-03-21,87468
9178,United States District Court for the Eastern District of Kentucky,E.D. Ky.,1792,U.S.,1901-01-01,2017-09-29,4213
9179,Southern District of West Virginia,S.D.W. Va.,7,U.S.,1946-05-27,1998-04-30,289659
9180,"County Court of New York, Greene County",Greene Cty. Ct.,52,N.Y.,1864-03-01,2003-09-24,105459
9181,Butler County Court of Common Pleas,Butler Cty. C.P.,66,Pa.,1874-04-28,2003-05-05,111079
9183,Summit County Probate Court,Summit Cty. Prob. Ct.,11,Ohio,1897-11-01,1965-09-13,305285
9184,United States District Court for the Southern District of West Virginia,S.D.W. Va.,2018,U.S.,1902-04-21,2017-09-13,4314
9185,United States District Court for the Western District of Arkansas,W.D. Ark.,1511,U.S.,1870-01-01,2017-10-25,1143
9187,Lehigh County Court of Common Pleas,Lehigh Cty. C.P.,929,Pa.,1873-01-01,2015-01-28,29927
9191,"New York Court of Oyer and Terminer, Columbia County",N.Y. Ct. Oyer & Terminer,4,N.Y.,1845-09-01,1855-01-01,201422
9192,Clearfield County Court of Common Pleas,Clearfield Cty. C.P.,192,Pa.,1874-03-30,2012-09-18,220813
9193,Cleveland Municipal Court,Cleveland Mun. Ct.,104,Ohio,1923-04-05,2011-04-12,305196
9194,"New York Supreme Court, General Term",N.Y. Gen. Term,55472,N.Y.,1833-10-19,1898-05-15,299798
9195,Mount Vernon City Court,Mount Vernon City Ct.,74,N.Y.,1934-10-11,2017-10-02,32589
9196,United States District Court for the Western District of Virginia,W.D. Va.,3512,U.S.,1842-03-15,2017-10-19,4247
9197,Berks County Court of Common Pleas,Berks Cty. C.P.,838,Pa.,1840-12-01,2015-12-10,29891
9198,Erie County Court of Common Pleas,Erie Cty. C.P.,516,Pa.,1873-10-27,2014-12-16,220743
9199,United States District Court for the Eastern District of South Carolina,E.D.S.C.,692,U.S.,1843-06-24,1983-08-30,4143
9200,Fayette County Court of Common Pleas,Fayette Cty. C.P.,414,Pa.,1882-12-30,2010-12-01,29917
9201,Forest County Court of Common Pleas,Forest Cty. C.P.,37,Pa.,1874-01-01,2005-10-25,220757
9202,United States District Court for the Northern District of Oklahoma,N.D. Okla.,959,U.S.,1925-05-18,2017-09-14,11026
9203,United States District Court for the District of North Dakota,D.N.D.,931,U.S.,1897-05-06,2017-06-26,1176
